Price,Close,High,Low,Open,Volume
2020-02-20,7.6852803230285645,7.874984785699811,7.377819175259486,7.786605423132203,810052000
2020-02-21,7.321058750152588,7.598147364107592,7.236164739736547,7.5730028163703444,768180000
2020-02-24,6.803478240966797,7.0173320132161,6.6720293315310055,6.726550732610782,856916000
2020-02-25,6.523900985717773,6.940653853042011,6.422077742094624,6.878663586533366,1055496000
2020-02-26,6.663315773010254,6.85750187414254,6.522655793674137,6.524149185910407,747732000
2020-02-27,6.292397499084473,6.6511091252555685,6.199979396341777,6.349691581873263,906416000
2020-02-28,6.7275848388671875,6.787121067772913,6.02311547937384,6.0398053888967755,1133252000
2020-03-02,6.88601541519165,6.914911901595098,6.501646248420042,6.897723580832641,890744000
2020-03-03,6.623457908630371,7.001599490313207,6.538014727936556,6.941814303201296,652792000
2020-03-04,7.087292671203613,7.0967586961759554,6.656091310892705,6.730823162010748,597408000
2020-03-05,6.807797431945801,7.054660538553087,6.763207379750846,6.887760003595726,540328000
2020-03-06,6.627195358276367,6.685735237571004,6.426914546646365,6.628191706945941,515412000
2020-03-09,6.114038467407227,6.461789319883881,5.93318812565467,5.976033967366293,614160000
2020-03-10,6.5036396980285645,6.5036396980285645,6.1277401639660996,6.390545798775216,580648000
2020-03-11,6.1396965980529785,6.392040324001195,6.042545707959731,6.363642247247492,499964000
2020-03-12,5.388395309448242,5.8818725146378315,5.375690794595212,5.6163263457188535,816540000
2020-03-13,5.999449729919434,6.003933536233202,5.470599575524825,5.74187484637782,634836000
2020-03-16,4.892426013946533,5.632268767774696,4.832640822497974,5.291243400431755,726972000
2020-03-17,5.412309169769287,5.501738236486458,4.7579100022747225,5.004773092090757,833632000
2020-03-18,5.052351951599121,5.229714841006499,4.500833296746045,4.984595491641853,874268000
2020-03-19,5.305192947387695,5.398856353083109,4.817444986138072,5.030927725960266,765512000
2020-03-20,5.125340461730957,5.737391738796096,5.109895868556676,5.455404616991607,804636000
2020-03-23,5.298218727111816,5.3926300088870525,4.9452366741726435,5.124343294062522,643876000
2020-03-24,6.207203388214111,6.293892369267523,5.680844342374413,5.704509166078749,1101644000
2020-03-25,6.118522644042969,6.522072845053635,6.069697757358322,6.322290441921385,793432000
2020-03-26,6.40798282623291,6.532037022693763,6.227630417479036,6.325777648596913,696108000
2020-03-27,6.295636177062988,6.554456381095054,6.194748395548019,6.227630275802166,638828000
2020-03-30,6.615984916687012,6.6252019724010545,6.317058490878093,6.361150122055343,602252000
2020-03-31,6.566413879394531,6.860358120752145,6.420687075782608,6.656091437255974,949960000
2020-04-01,6.055000305175781,6.514848702488128,6.010410733654808,6.368374998501246,656912000
2020-04-02,6.363891124725342,6.3770935756374705,6.036068666788707,6.0841456956311735,675764000
2020-04-03,6.075926303863525,6.367877400505166,5.938420195255603,6.326276869608279,663212000
2020-04-06,6.685985088348389,6.722852844771327,6.300619038049027,6.358162576268482,727884000
2020-04-07,6.452572822570801,6.931353301048812,6.409477533621597,6.907687999820813,784520000
2020-04-08,6.649863243103027,6.674773858148314,6.4916813839654885,6.561679979428818,542444000
2020-04-09,6.550220966339111,6.798578775252152,6.487197288879559,6.775661333519829,525564000
2020-04-13,6.722104549407959,6.730823194143778,6.402004378020009,6.490436617557893,398408000
2020-04-14,7.073342800140381,7.10746999844819,6.822742820852914,6.850393515337179,530948000
2020-04-15,6.9958696365356445,7.078821705340882,6.859858328952899,6.905195273103676,366148000
2020-04-16,7.341131210327148,7.448246538943585,7.138110782966777,7.151313235177813,745620000
2020-04-17,7.281843662261963,7.444758304058999,7.147825031273744,7.4233351455447885,539120000
2020-04-20,7.150565147399902,7.311238124428304,7.106224544751435,7.155298397333831,449388000
2020-04-21,6.713634967803955,7.093769309041945,6.653849770858671,7.0324898266426485,735160000
2020-04-22,7.12814474105835,7.170991052913897,6.860356954917682,6.90594286882871,483356000
2020-04-23,7.074837684631348,7.302270795206123,7.04967809721971,7.170245322178215,424160000
2020-04-24,7.213837623596191,7.215830320819517,6.9898919999060425,7.0646238473465095,352328000
2020-04-27,7.400417804718018,7.560343402850645,7.323693257528816,7.348354905783753,479388000
2020-04-28,7.25792932510376,7.5777805138514305,7.252449170122795,7.5478876795678005,442904000
2020-04-29,7.434794902801514,7.487605185245259,7.317466171578935,7.392695962856682,379160000
2020-04-30,7.280847072601318,7.434794096496266,7.266897241974005,7.3807380276849575,375916000
2020-05-01,7.044196605682373,7.196648861914722,6.995870137503005,7.083306018290997,342096000
2020-05-04,7.256185531616211,7.269886394077095,6.996866918863015,6.996866918863015,317556000
2020-05-05,7.317216873168945,7.479882551510657,7.256185885177733,7.3603121598757735,368896000
2020-05-06,7.418104648590088,7.522978310145172,7.358817860949105,7.396681963214574,323464000
2020-05-07,7.594470500946045,7.65774315277696,7.506038264433992,7.557353782427627,373732000
2020-05-08,7.784537315368652,7.790764850194857,7.63233402657439,7.6662122531489585,339216000
2020-05-11,8.036635398864746,8.08346712656502,7.750911305991858,7.779558358304345,469060000
2020-05-12,7.774574279785156,8.143249919410179,7.764859285696118,8.094425505433088,493060000
2020-05-13,7.752155780792236,8.049587042334785,7.567568504699532,7.889163481628637,625852000
2020-05-14,8.001755714416504,8.007235867850532,7.659983051959542,7.813681067718161,602312000
2020-05-15,8.460362434387207,8.470076954369944,7.845819505621132,7.861513068911251,987660000
2020-05-18,8.71893310546875,8.884588332135289,8.64943290487941,8.729146512397216,774460000
2020-05-19,8.773983001708984,9.054973244527357,8.73138565707081,8.758787379916113,717320000
2020-05-20,8.937894821166992,9.01063349378433,8.856935441304174,8.958819566693,587536000
2020-05-21,8.743842124938965,9.020099132455865,8.706226996186436,9.019103258998593,761068000
2020-05-22,8.99394416809082,9.060455788697135,8.682064695436766,8.793663351359584,1038764000
2020-05-26,8.686549186706543,9.148889252286411,8.640963258260788,9.123978155934259,770780000
2020-05-27,8.49473762512207,8.601851996548499,7.968128629846141,8.594130175572717,1175892000
2020-05-28,8.456623077392578,8.729143633781227,8.349257855837854,8.382139731851998,734896000
2020-05-29,8.843731880187988,8.843731880187988,8.454629518255203,8.523880728305814,745256000
2020-06-01,8.77472972869873,8.809106365733536,8.658397843403566,8.801633514294966,389876000
2020-06-02,8.793663024902344,8.805620159058895,8.627011952378224,8.764767488429928,391320000
2020-06-03,8.738113403320312,8.834517389837487,8.668862176889306,8.790675194411731,365440000
2020-06-04,8.739109992980957,8.915306978531444,8.650387369194227,8.70072950087931,424280000
2020-06-05,8.892129898071289,8.968888980051814,8.680792389945124,8.767022291527951,481748000
2020-06-08,8.777488708496094,8.861973127761983,8.65861101355917,8.849512374680737,387736000
2020-06-09,9.01773738861084,9.081288482639218,8.723909004718239,8.772506620535593,468488000
2020-06-10,9.337485313415527,9.470319237439279,9.124901408711025,9.139107640517436,632180000
2020-06-11,8.768767356872559,9.232313713247063,8.758549290684753,9.121411378573432,583652000
2020-06-12,8.90459156036377,9.158545881211754,8.676057865010044,9.133873452443774,570908000
2020-06-15,9.145087242126465,9.15356078339735,8.7164304400905,8.787707819563549,400004000
2020-06-16,9.040165901184082,9.237797256085665,8.811134052629669,9.196177745621114,535716000
2020-06-17,9.207143783569336,9.2699466772153,9.041911138678998,9.085276127942803,408304000
2020-06-18,9.189201354980469,9.253499698314524,9.086024346636044,9.19817306207676,254408000
2020-06-19,9.232312202453613,9.415488216468052,9.198418992735595,9.213621548529286,524160000
2020-06-22,9.496983528137207,9.501469855886985,9.24427559754191,9.270942580669955,398468000
2020-06-23,9.4204740524292,9.612372715898204,9.3781072965606,9.521158318810581,375108000
2020-06-24,9.206644058227539,9.52664119410591,9.11592783209494,9.446641197115392,449372000
2020-06-25,9.460350036621094,9.475303514168546,9.153561795087281,9.326519787537718,376072000
2020-06-26,9.126397132873535,9.470319529344263,9.096491126870147,9.470319529344263,592084000
2020-06-29,9.171257972717285,9.175744302093518,8.872195016398203,9.141102880222109,342248000
2020-06-30,9.468074798583984,9.496485355556365,9.237547523576156,9.284898768761654,367892000
2020-07-01,9.500225067138672,9.54583274604301,9.383590983987299,9.491004278826638,326648000
2020-07-02,9.5822172164917,9.707075740717215,9.54832305271318,9.60888324924789,364056000
2020-07-06,9.80850887298584,9.877791703923002,9.682154885234517,9.711313644053247,315892000
2020-07-07,9.840906143188477,10.03853653953038,9.819971847789935,9.915173455733374,357800000
2020-07-08,10.184081077575684,10.193053734045131,9.934364005153876,9.962525483214693,365480000
2020-07-09,10.476166725158691,10.536976014543933,10.201527168767079,10.347819128826982,494548000
2020-07-10,10.446508407592773,10.62195815274082,10.34632230502277,10.555666215482026,497676000
2020-07-13,10.020841598510742,10.758529236288021,9.993676452273958,10.561896130622017,457076000
2020-07-14,10.344575881958008,10.370245583226325,9.754923801414622,10.043519465505362,542676000
2020-07-15,10.195295333862305,10.400401986816686,10.024330975606967,10.381711331238394,403984000
2020-07-16,10.103082656860352,10.17485723218441,9.864580050654846,9.983706812790839,344964000
2020-07-17,10.169628143310547,10.21648123621868,10.056234018427366,10.193553329198705,266284000
2020-07-20,10.477910995483398,10.498347129699528,10.125016909305023,10.242150107318647,284852000
2020-07-21,10.29623031616211,10.52700766109685,10.254610801910369,10.480153621616225,277036000
2020-07-22,10.406133651733398,10.56937169902662,10.259343569870337,10.335106315437658,367292000
2020-07-23,10.098102569580078,10.51404866466173,9.999910055373785,10.417351593403074,411660000
2020-07-24,10.16264820098877,10.332366209828724,9.746453097303164,9.844146479492238,473292000
2020-07-27,10.388938903808594,10.409125002734362,10.185824899038082,10.20028021077765,292132000
2020-07-28,10.183582305908203,10.349562180268707,10.177352403986625,10.341836835691455,271636000
2020-07-29,10.432801246643066,10.483392461698255,10.314671733951203,10.35828485037809,284508000
2020-07-30,10.580838203430176,10.589809909127565,10.263083717676144,10.342584609616207,308880000
2020-07-31,10.581585884094238,10.732862329216543,10.400403435187338,10.530246467863329,386080000
2020-08-03,10.975850105285645,11.06407362223194,10.68177171546466,10.698967881097097,412720000
2020-08-04,11.192667961120605,11.192667961120605,10.871923602576013,11.01547371807947,310336000
2020-08-05,11.251482963562012,11.33621740834804,11.131359868923353,11.20886713457281,249924000
2020-08-06,11.30008316040039,11.322512899492434,11.143823183452795,11.314288439996597,244316000
2020-08-07,11.164508819580078,11.468805276168764,11.00301526243381,11.27715568329685,342516000
2020-08-10,11.130117416381836,11.372607329678777,10.822580966628541,11.29883911936316,427796000
2020-08-11,10.816099166870117,11.101953046513376,10.762017958014871,11.039149215374144,354512000
2020-08-12,11.404505729675293,11.43117176234123,10.924011372164447,10.956410093231952,464412000
2020-08-13,11.407248497009277,11.685128017216774,11.32027133539724,11.509926382476056,374460000
2020-08-14,11.527868270874023,11.668178427339903,11.40475427741813,11.49397410879795,366436000
2020-08-17,12.298456192016602,12.370978995102666,11.780330371221996,11.814223591986787,621300000
2020-08-18,12.222443580627441,12.456959061064936,12.048489257386086,12.41110229962329,503448000
2020-08-19,12.10057544708252,12.2765233703233,12.06020134386817,12.25808179421536,622624000
2020-08-20,12.103065490722656,12.336334567902107,11.841634938674092,11.937584739924517,921388000
2020-08-21,12.643871307373047,12.768729832912399,12.157146090724416,12.163626025166954,999868000
2020-08-24,12.68050765991211,12.872157255268558,12.46842193112684,12.843496661926606,490564000
2020-08-25,12.710165023803711,12.721379418961828,12.534465227435302,12.591287301376083,289076000
2020-08-26,12.733092308044434,12.828293924014739,12.638139774083976,12.759260179498938,321244000
2020-08-27,12.58879566192627,12.809853106669115,12.527238176840562,12.741566604140369,317604000
2020-08-28,13.106670379638672,13.106919461625502,12.602999032124476,12.635397753609917,537160000
2020-08-31,13.332712173461914,13.532585255142017,12.997014305198189,13.141560764027844,500840000
2020-09-01,13.781939506530762,13.954200805159887,13.39852566947182,13.441902677517321,511316000
2020-09-02,14.305953025817871,14.685128306213809,13.860714188313516,14.662192595748122,874012000
2020-09-03,12.978716850280762,13.845260444460783,12.842353100022581,13.789668106532204,945128000
2020-09-04,12.586827278137207,13.137765599316985,11.671670624233515,12.747620723797114,1463684000
2020-09-08,11.87933349609375,12.514533392519368,11.671173660106842,11.701337769192085,795728000
2020-09-09,12.679065704345703,12.77304906619269,12.197180823219755,12.364955407822613,736200000
2020-09-10,12.276952743530273,13.02832305200499,12.13261126842844,12.952537643762804,698684000
2020-09-11,12.130121231079102,12.616741974034015,11.86213057539192,12.450214127832941,636928000
2020-09-14,12.835870742797852,13.277369443703995,12.595552620052931,13.044031507503707,1201744000
2020-09-15,12.95428466796875,13.261164645739267,12.791496079857982,13.242467447288245,727556000
2020-09-16,12.479132652282715,13.05574840144365,12.478385182667795,12.920631381307581,556384000
2020-09-17,12.428277015686035,12.55417048774901,12.000738664918519,12.097962968717573,792512000
2020-09-18,12.154802322387695,12.596799370290807,11.95486941343896,12.558159184804742,698460000
2020-09-21,12.481874465942383,12.487109605844456,11.87085613457434,11.891298381138371,721044000
2020-09-22,12.602033615112305,12.612254738465648,12.121147259352899,12.539461092372882,646452000
2020-09-23,12.089486122131348,12.691031745502505,12.045112487102367,12.539959208250757,647012000
2020-09-24,12.313100814819336,12.533975192030901,11.980045153558063,12.038130949476786,731240000
2020-09-25,12.83736801147461,12.847090822768344,12.211143456409951,12.412323105196108,588016000
2020-09-28,12.998160362243652,13.014863358178625,12.713965980713755,13.003395501882801,573808000
2020-09-29,13.188371658325195,13.404758385511137,12.896698771585024,12.9009363342939,621460000
2020-09-30,13.492260932922363,13.58400093299412,13.11308560645882,13.120314949362195,689184000
2020-10-01,13.576022148132324,13.723852784691054,13.42270626470049,13.719116909270102,525004000
2020-10-02,13.025334358215332,13.481291747029147,13.01411565780834,13.187624646988372,552496000
2020-10-05,13.603943824768066,13.605688871353124,13.185379898911647,13.19859280204667,479820000
2020-10-06,13.697678565979004,14.102032978540688,13.626380809703134,13.790914459177872,784420000
2020-10-07,13.924534797668457,14.079346579055626,13.824318723499319,13.960184149288075,418084000
2020-10-08,13.799638748168945,14.04469463444832,13.71911745108469,14.035220981274266,378900000
2020-10-09,13.723854064941406,13.785180804426698,13.622143047466686,13.728092578740656,346892000
2020-10-12,14.185794830322266,14.306453153633392,13.873181380351275,13.949963431015222,434744000
2020-10-13,14.207982063293457,14.30794898342948,13.979130851374755,14.256095898504283,344604000
2020-10-14,14.055415153503418,14.302215154360493,13.920547295974767,14.250112910824463,276100000
2020-10-15,13.930519104003906,13.966167506553901,13.728840211329564,13.771718907978359,267224000
2020-10-16,13.772467613220215,14.08159195628596,13.753521254907113,13.99708128900641,242392000
2020-10-19,13.459604263305664,13.943980731086796,13.368860883215268,13.863708582257603,298068000
2020-10-20,13.606937408447266,13.760751635813792,13.468828602427925,13.545112349251179,229212000
2020-10-21,13.486527442932129,13.752523915153827,13.439411181630257,13.586494369727017,219596000
2020-10-22,13.323240280151367,13.57328121989995,13.194355031137615,13.484283839051924,290480000
2020-10-23,13.55184268951416,13.554834469898108,13.253687904677285,13.411988843803893,233484000
2020-10-26,13.104107856750488,13.654049443039048,13.001648439419537,13.389050614607665,336896000
2020-10-27,13.35888957977295,13.404011636824983,13.154218903647598,13.268395358161618,250520000
2020-10-28,12.591313362121582,13.22252474700027,12.573364583775852,13.160699697842029,376520000
2020-10-29,12.98719310760498,13.1554660138975,12.713967290230828,12.802217203657106,320080000
2020-10-30,12.498576164245605,12.899937799353117,12.26523730159293,12.81368305368047,416820000
2020-11-02,12.545195579528809,12.800471655594036,12.359970526300085,12.621977632470886,299652000
2020-11-03,12.982705116271973,13.067963247210123,12.567132947229258,12.672584168776096,272900000
2020-11-04,13.755264282226562,13.788421117640945,13.299306917899862,13.351409157866682,410228000
2020-11-05,14.119980812072754,14.298474822817619,13.951458767531948,14.12247427911329,319028000
2020-11-06,14.520846366882324,14.547520380269175,13.85573156910833,14.069873998730214,383348000
2020-11-09,13.5922269821167,14.649979137332743,13.572283999885622,14.511372034851032,582976000
2020-11-10,12.733912467956543,13.56804773741218,12.592562718362345,13.56804773741218,644068000
2020-11-11,13.38007640838623,13.397028558432496,12.911653677760244,13.016855719657928,404744000
2020-11-12,13.418717384338379,13.72709323578539,13.278365251599475,13.440904674607381,365812000
2020-11-13,13.259422302246094,13.6301216064299,13.022344135985477,13.588738795094928,346312000
2020-11-16,13.477052688598633,13.610922952202792,13.11881795154377,13.135270839074693,413776000
2020-11-17,13.384317398071289,13.557825446558487,13.266152532392505,13.51419927789851,312028000
2020-11-18,13.39079761505127,13.567297422115457,13.147736883321748,13.42719443568386,510924000
2020-11-19,13.402264595031738,13.44938084827416,13.062976218821735,13.175407609922589,565936000
2020-11-20,13.050762176513672,13.456362356408038,13.028075619892086,13.41597712837111,341088000
2020-11-23,13.102866172790527,13.344680211351555,12.978717740926058,13.134027859031104,361356000
2020-11-24,12.921128273010254,13.124800391972848,12.848583792557987,13.105355724784348,346500000
2020-11-25,13.197346687316895,13.231998464127697,12.983204260344133,12.995668743539127,259916000
2020-11-27,13.223770141601562,13.369607527553674,13.133276881046438,13.337199113899981,167276000
2020-11-30,13.363622665405273,13.374592207207183,12.935586104106527,13.227509053085617,286952000
2020-12-01,13.352157592773438,13.490515534310754,13.190863938582352,13.454118713247741,296948000
2020-12-02,13.50622272491455,13.634857873549475,13.196849229808153,13.31277073789704,283360000
2020-12-03,13.362088203430176,13.625419831845909,13.295258375732002,13.553103135838985,199520000
2020-12-04,13.523926734924316,13.52567229706257,13.354855486379277,13.41445382920532,202244000
2020-12-07,13.572305679321289,13.696490796459141,13.465826368364203,13.56681976172367,223244000
2020-12-08,13.316204071044922,13.564324079450317,13.24787696533459,13.55060881228248,271920000
2020-12-09,12.898015022277832,13.380041314737568,12.835673244302757,13.266829003608608,401300000
2020-12-10,12.939410209655762,13.035666311730077,12.816970674668497,12.83642204019816,207764000
2020-12-11,12.980307579040527,12.98704059809741,12.790538797224235,12.934423547646242,209264000
2020-12-14,13.27505874633789,13.35485614840227,13.044394351268668,13.054867724617365,270156000
2020-12-15,13.326678276062012,13.429915680199645,13.153368199677006,13.405727038549072,193016000
2020-12-16,13.208975791931152,13.403232598358443,13.179051054569662,13.388519459800042,223116000
2020-12-17,13.307477951049805,13.34563109333452,13.145139698089288,13.332912745066178,231384000
2020-12-18,13.23840045928955,13.371063173538605,13.037410644516468,13.345128973204659,342064000
2020-12-21,13.298498153686523,13.336152830542087,12.934671634193958,13.041650336679222,302332000
2020-12-22,13.244636535644531,13.303487195405115,13.020954372775057,13.28553311154126,185580000
2020-12-23,12.97631549835205,13.241392657726472,12.972076683807492,13.222440704815508,179144000
2020-12-24,12.960855484008789,13.099254309600783,12.905995365301552,13.004245308957085,97884000
2020-12-28,12.867340087890625,13.029429059566203,12.730937034810676,13.029429059566203,212564000
2020-12-29,12.910484313964844,13.039407647160443,12.809740159389712,12.892281000253158,170372000
2020-12-30,13.112470626831055,13.180298320091246,12.864101391710939,12.95736387540619,225396000
2020-12-31,13.021951675415039,13.117708370603225,12.882305741851358,13.10324541208181,192424000
2021-01-04,13.080301284790039,13.617937253184316,12.929683536103846,13.071075014259156,560640000
2021-01-05,13.37081527709961,13.409466875715898,13.053869695169885,13.066587090865424,322760000
2021-01-06,12.582565307617188,13.21146898051102,12.554137853647285,13.189025903228465,580424000
2021-01-07,13.310215950012207,13.343881035545655,12.853874728555242,12.934669031315847,461480000
2021-01-08,13.243138313293457,13.387023047604911,13.008982809713672,13.328671807745605,292528000
2021-01-11,13.587017059326172,13.925658038034387,13.328672895304072,13.384780117393804,518344000
2021-01-12,13.45060920715332,13.71967684974337,13.311213496964104,13.717681106659821,291476000
2021-01-13,13.497493743896484,13.590507953024117,13.351115747658586,13.455849480783481,210028000
2021-01-14,13.166834831237793,13.565323438608075,13.147135183655683,13.54063633377197,283120000
2021-01-15,12.826945304870605,13.291515970941676,12.815973471680337,13.194512180604901,277780000
2021-01-19,12.99227523803711,13.060850617285398,12.8114835263608,12.983297246535697,226188000
2021-01-20,13.33191204071045,13.396497830583805,13.02369432546093,13.078554434272863,258572000
2021-01-21,13.832393646240234,13.963810217377501,13.219449255271742,13.384529967096498,337780000
2021-01-22,13.677786827087402,13.806710159590914,13.592752733898333,13.705217363843898,246820000
2021-01-25,13.618685722351074,13.793492119765828,13.202990795560247,13.746860401695985,251112000
2021-01-26,13.401236534118652,13.61020550800969,13.353606949991462,13.546118176029806,163980000
2021-01-27,12.885048866271973,13.199251020163084,12.76136222633586,13.19650758610802,371272000
2021-01-28,13.017959594726562,13.305979239074395,12.92768882723091,12.963348710272445,228316000
2021-01-29,12.956867218017578,13.30099413975038,12.87881537119387,13.041901314365193,271552000
2021-02-01,13.203490257263184,13.23715439869331,12.870085980865984,13.020205278479072,217204000
2021-02-02,13.522430419921875,13.537641067674336,13.251866385632363,13.364830415769966,220440000
2021-02-03,13.496244430541992,13.896478447639737,13.482279936064405,13.601476599281005,245408000
2021-02-04,13.629658699035645,13.638884970224268,13.30398530959993,13.496745791592817,201340000
2021-02-05,13.556593894958496,13.70247438504237,13.511458506523168,13.690255449271595,169152000
2021-02-08,14.402198791503906,14.437110037337458,13.692499775452918,13.692499775452918,434624000
2021-02-09,14.227140426635742,14.546329986008569,14.186493090155277,14.304443612962642,287560000
2021-02-10,14.726872444152832,14.867266051220547,14.305193162718751,14.426634817151003,485352000
2021-02-11,15.212141036987305,15.233587193911164,14.887216301615677,14.94232659903093,450828000
2021-02-12,14.923376083374023,15.25254061631727,14.737596888059311,15.011901299685418,374756000
2021-02-16,15.291440963745117,15.333584638692967,14.91215359677489,15.026114553341094,321960000
2021-02-17,14.868266105651855,15.184962479366524,14.74258466702624,15.13259465837078,274756000
2021-02-18,14.791459083557129,14.835596595171323,14.538101452879474,14.691711865021363,233868000
2021-02-19,14.888712882995605,15.138578451468971,14.809164714592843,14.986464363253281,271724000
2021-02-22,14.31940746307373,15.094939317725894,14.288735034962478,14.737346407000135,325884000
2021-02-23,14.10619831085205,14.20270363729607,13.355602807136345,14.039616770055638,391780000
2021-02-24,14.462294578552246,14.470025468875216,13.72117549358805,14.086997761084495,448320000
2021-02-25,13.273810386657715,14.338358769068824,13.182791929455446,14.00994196927011,824436000
2021-02-26,13.679779052734375,13.819424002112445,13.327173653035002,13.717682002379942,500932000
2021-03-01,13.806707382202148,13.889746666219848,13.518937936818386,13.839873059537098,353184000
2021-03-02,13.372310638427734,13.885258561465347,13.362086496082524,13.864810276774925,264116000
2021-03-03,12.772335052490234,13.417447294302892,12.766349724081724,13.392261732487302,377592000
2021-03-04,12.338932991027832,12.942152626176636,12.053158322653045,12.768343159561567,573344000
2021-03-05,12.429951667785645,12.518227637153796,11.649681669205307,12.518227637153796,542840000
2021-03-08,11.5639009475708,12.439677521258226,11.537218104389597,12.418481545794283,543112000
2021-03-09,12.492865562438965,12.589153938315821,12.032873437278445,12.103718242398234,521824000
2021-03-10,12.440978050231934,12.951607951373877,12.430251746774527,12.812413419388816,384376000
2021-03-11,12.965080261230469,13.017715472154405,12.706646923354501,12.921675458094253,299916000
2021-03-12,12.827881813049316,12.860560312963372,12.56246380324971,12.620585875881567,243964000
2021-03-15,13.162396430969238,13.177862596103703,12.73932406561376,12.836610650163514,221988000
2021-03-16,13.262177467346191,13.48294309504035,13.088058697454366,13.327284186317586,272128000
2021-03-17,13.312068939208984,13.423823473024308,12.96108795326857,13.011228094117202,243864000
2021-03-18,12.694670677185059,13.155161360505517,12.689182867740671,13.107765604480443,293896000
2021-03-19,12.817652702331543,12.89323736664005,12.584913218552433,12.7221122782948,299208000
2021-03-22,13.157408714294434,13.365203274729533,12.878520030210659,12.884507424650533,297804000
2021-03-23,13.042160987854004,13.315311575846243,12.992768793301414,13.22525896166091,222048000
2021-03-24,12.615346908569336,13.13046837674371,12.609111149508385,13.1224855013031,245840000
2021-03-25,12.507832527160645,12.686940502112732,12.245158910744486,12.47216128314272,295144000
2021-03-26,12.811165809631348,12.828128822785654,12.34643482196047,12.527038669855795,363968000
2021-03-29,12.919928550720215,13.033928838288299,12.672221531884153,12.792208261932126,273520000
2021-03-30,12.843595504760742,12.946869484663598,12.677210282642816,12.813910706339417,200204000
2021-03-31,13.31905460357666,13.441036818007415,12.954104273344193,12.987032086914477,314776000
2021-04-01,13.78154182434082,13.83966389665821,13.481698199804311,13.542565604865128,308276000
2021-04-05,13.956905364990234,13.983347150384231,13.702961643984072,13.8371679548941,255672000
2021-04-06,13.831180572509766,14.023508948217044,13.743373709319306,13.969128528914258,191744000
2021-04-07,14.112565040588379,14.212345745226544,13.681509770167526,13.8503891147305,251284000
2021-04-08,14.285683631896973,14.439845688901574,14.217831582190753,14.221574178840234,244416000
2021-04-09,14.368502616882324,14.376485491570246,14.143995328499123,14.182909582580404,195172000
2021-04-12,15.175735473632812,15.31892194687331,14.108325330518923,14.2584964633522,869324000
2021-04-13,15.645204544067383,15.665659888021139,15.092665699100655,15.198184480501855,676212000
2021-04-14,15.243584632873535,15.686114119457885,15.194192441181238,15.590823016791958,385500000
